"Country","City","AQI.Value","CO.AQI.Value","Ozone.AQI.Value","NO2.AQI.Value","PM2.5.AQI.Value","Latitude","Longitude"
"France","Valbonne",74,2,34,3,74,43.641141,7.0086255
"Portugal","Valongo",38,1,15,6,38,41.1909794,-8.4980511
"Romania","Vaslui",62,1,43,0,62,46.639394,27.7309515
"Portugal","Vendas Novas",35,0,27,1,35,38.6773855,-8.4552427
"Ecuador","Ventanas",75,2,5,8,75,-1.4420242,-79.4608508
"Haiti","Verrettes",131,2,18,4,131,19.0507554,-72.4673576
"South Sudan","Tonj",84,2,4,0,84,7.2751765,28.681872
"United States of America","Topeka",67,1,33,4,67,39.049011,-95.677556
"Russian Federation","Toropets",30,0,30,0,29,56.496479,31.641077
"Mexico","Tototlan",43,1,10,4,43,20.5490823,-102.7068579
"Argentina","Trelew",18,0,18,0,2,-43.2531242,-65.3094407
"Brazil","Tres De Maio",32,1,11,2,32,-27.7799415,-54.2356626
"Russian Federation","Troitskiy",35,1,35,0,34,50.235039,43.05286
"United States of America","Trotwood",45,1,32,7,45,39.7972788,-84.3113334
"Algeria","Tuggurt",164,1,47,0,164,33.1048574,6.0667276
"Trinidad and Tobago","Tunapuna",63,1,21,5,63,10.6436181,-61.3907206
"Colombia","Tunja",25,1,5,3,25,5.5324313,-73.3616014
"Colombia","Turbo",35,1,12,0,35,8.0950848,-76.728545
"Indonesia","Ubud",35,1,26,0,35,-8.5068977,115.2622931
"India","Ujhani",500,1,51,2,396,28.0018463,79.0087423
"Indonesia","Sunggal",76,2,41,0,76,3.5754225,98.6142296
"Tunisia","Susah",47,1,47,1,39,NA,NA
"Poland","Suwalki",47,1,37,0,47,54.0990636,22.9279363
"Ghana","Swedru",89,1,19,0,89,6.8333998,-1.601056
"Sudan","Tabat",89,1,28,0,89,12.3539546,31.3672839
"India","Tadepalle",135,1,40,0,135,16.6090694,80.618695
"China","Tahe",29,1,29,0,14,52.333182,124.7019932
"India","Takhatpur",160,1,40,0,160,23.585329,80.8632398
"India","Talcher",163,1,65,1,163,20.9458183,85.2111736
"United States of America","Tallmadge",50,1,33,8,50,41.1014616,-81.4417989
"Japan","Tamana",63,2,26,8,63,32.9352591,130.5628137
"Brazil","Taquara",48,1,15,3,48,-29.6452036,-50.7832169
"Libya","Tarhunah",63,1,63,1,60,NA,NA
"Italy","Tarquinia",46,1,46,1,29,42.2532394,11.7591747
"Hungary","Tatabanya",55,1,27,2,55,47.583845,18.3979855
"Brazil","Olinda",28,0,19,1,28,-7.9986401,-34.8459552
"Israel","Or Yehuda",117,2,42,9,117,32.0290285,34.8481983
"Romania","Orastie",37,1,37,1,37,45.8367637,23.1958453
"Sweden","Orebro",32,1,32,0,11,59.2747287,15.2151181
"Greece","Orestias",42,1,42,0,29,41.5030836,26.5329437
"Czechia","Orlova",89,2,32,6,89,49.8459427,18.4309274
"Philippines","Ormoc",62,1,22,0,62,11.0052935,124.6090753
"United Kingdom of Great Britain and Northern Ireland","Ormskirk",35,1,35,3,20,53.5673603,-2.8859603
"United States of America","Oro Valley",67,1,16,8,67,32.4000525,-110.955317
"Nigeria","Oron",108,5,19,4,108,4.8169432,8.2369999
"Germany","Oschersleben",55,1,28,4,55,52.0266526,11.227781
"Belgium","Ostend",39,1,39,2,30,51.2258565,2.919496
"France","Outreau",41,1,41,1,26,50.7036916,1.5845684
"United States of America","Oviedo",59,1,12,15,59,28.6702526,-81.2084941
"Canada","Owen Sound",36,1,36,3,36,44.5678105,-80.9430094
"Australia","Pakenham",24,0,17,3,24,-38.079153,145.4833359
"France","Palaiseau",84,3,16,10,84,48.7144587,2.2453842
"India","Palwal",179,4,179,2,175,28.1405741,77.3259802
"Italy","Paola",64,1,48,1,64,39.359893,16.039588
"Argentina","Parana",15,0,13,2,15,-31.7330145,-60.5298511
"Brazil","Parintins",18,0,7,0,18,-2.6344567,-56.7319324
"South Africa","Parys",155,7,17,10,155,-26.904354,27.456125
"Peru","Pativilca",36,1,21,1,36,-10.6964328,-77.7797843
"Brazil","Patos De Minas",42,1,5,2,42,-18.6041453,-46.5096698
"Hungary","Pecs",60,1,44,1,60,46.0765092,18.2280317
"Italy","Pedara",55,1,43,1,55,37.6168095,15.0602114
"United States of America","Pedley",99,3,4,23,99,33.976835,-117.4745101
"Brazil","Penalva",21,0,11,0,21,-3.2881215,-45.1742086
"United States of America","Peru",63,2,19,14,63,40.7537253,-86.0690325
"India","Perundurai",41,1,30,0,41,11.2764669,77.5836267
"Iraq","Panjwin",55,1,55,0,47,NA,NA
"India","Pansemal",122,1,38,0,122,21.6855567,74.7089781
"Colombia","Pereira",121,4,0,5,121,4.7854606,-75.788322
"Germany","Pfullingen",58,1,37,2,58,48.4656748,9.2254982
"Czechia","Prachatice",68,1,35,1,68,49.0129091,13.997772
"Indonesia","Praya",51,1,25,0,51,-8.7157359,116.2706282
"Serbia","Priboj",59,1,32,0,59,43.060706,21.924246
"Russian Federation","Pridonskoy",36,1,36,0,35,51.68288,39.078556
"Republic of North Macedonia","Probistip",82,1,47,0,82,41.9998386,22.1784767
"Brazil","Promissao",17,1,9,1,17,-21.5404913,-49.8574709
"Poland","Przeworsk",74,1,39,1,74,50.0601735,22.4923769
"Spain","Puerto Del Rosario",25,0,25,0,9,28.4993424,-13.8599051
"Peru","Puerto Maldonado",38,1,1,0,38,-12.5938633,-69.1866773
"Colombia","Puerto Santander",100,4,3,6,100,8.3546568,-72.4145867
"Bolivia (Plurinational State of)","Punata",34,1,4,1,34,NA,NA
"Russian Federation","Pushkin",33,1,33,2,18,47.823532,40.153072
"Pakistan","Qadirpur Ran",161,3,152,1,161,30.2922792,71.6722363
"France","Quimper",48,1,42,2,48,47.9960325,-4.1024782
"Colombia","Quinchia",87,3,1,6,87,5.340678,-75.7306033
"Mexico","Quiroga",49,1,11,4,49,19.6638149,-101.5240271
"Greece","Rafina",93,1,41,6,93,38.0203695,24.0073367
"India","Rajnagar",158,3,124,0,158,23.9574984,75.355881
"France","Pierrelatte",64,2,18,5,64,44.3778474,4.6976609
"Spain","Pilas",23,0,23,2,22,37.3012094,-6.3027773
"China","Pingxiang",77,2,23,7,77,27.6603206,113.8830806
"United States of America","Placerville",70,2,20,10,70,38.7296252,-120.798546
"United States of America","Pleasant Prairie",55,1,14,17,55,42.5269718,-87.8544568
"Brazil","Pombos",40,1,9,4,40,-8.1398585,-35.396437
"Spain","Ponferrada",20,0,16,3,20,42.5454124,-6.5938719
"Portugal","Ponte De Sor",27,0,27,1,21,39.2519303,-8.008997
"Italy","Porcia",71,1,29,3,71,45.946555,12.6017809
"Italy","Olgiate Comasco",97,1,56,0,97,45.7853256,8.9677744
"Poland","Olkusz",64,1,45,0,64,50.2788158,19.5596307
"Switzerland","Olten",57,1,50,0,57,47.3496571,7.903787
"United States of America","Opa Locka",31,1,30,2,31,25.9023168,-80.2503271
"Russian Federation","Opochka",35,1,35,0,13,56.71167,28.656818
"Serbia","Orahovac",106,1,40,0,106,NA,NA
"United States of America","Orangevale",53,1,25,7,53,38.6785145,-121.2257818
"Russian Federation","Orekhovo Zuevo",39,1,39,2,28,55.8062175,38.9810423
"Canada","Oshawa",38,1,23,3,38,43.8975558,-78.8635324
"France","Ostwald",69,1,61,0,69,48.5425109,7.7102193
"Burkina Faso","Ouahigouya",81,1,35,0,81,13.580982,-2.417699
"Belgium","Oupeye",56,1,41,1,56,50.7171345,5.6425
"United States of America","Pacific Grove",41,1,34,1,41,36.6211149,-121.917794
"Germany","Paderborn",51,1,44,0,51,51.7177044,8.752653
"Philippines","Pagadian",44,1,18,1,44,7.8249717,123.4365816
"India","Palakollu",151,3,40,5,151,16.5179946,81.7253267
"Italy","Palermo",61,1,51,0,61,38.1112268,13.3524434
"Brazil","Palhoca",37,0,24,0,37,-27.6447774,-48.6646323
"India","Pali",173,1,26,2,173,25.7682376,73.3275135
"United States of America","Palisades Park",54,1,40,4,54,40.8481556,-73.997639
"Australia","Palmerston",264,9,2,17,264,-35.1944606,149.1194145
"Bulgaria","Panagjuriste",56,1,47,0,56,NA,NA
"Panama","Panama",61,1,28,3,61,8.9714493,-79.5341802
"India","Rampur Hat",151,4,28,14,151,NA,NA
"India","Rayadrug",52,1,26,2,52,NA,NA
"Russian Federation","Raychikhinsk",106,2,41,1,106,49.796788,129.4030842
"Zimbabwe","Redcliffe",25,0,25,0,18,NA,NA
"United States of America","Redlands",96,3,23,13,96,34.0550328,-117.1827445
"Brazil","Remanso",28,0,20,0,28,-9.6179416,-42.0830557
"Belgium","Retie",48,1,39,1,48,51.2675862,5.0843883
"Germany","Rhede",44,1,39,1,44,53.0583171,7.2734909
"Brazil","Rio Negro",24,1,14,0,24,-26.1047668,-49.7982766
"Spain","Ripollet",55,1,55,1,52,41.4993372,2.1573095
"India","Robertsganj",169,3,66,4,169,24.6898057,83.0653008
"United States of America","Rochester Hills",47,1,32,1,47,42.6583661,-83.1499322
"United States of America","Rock Hill",49,1,49,1,14,34.9248667,-81.0250784
"Australia","Rockhampton",25,0,25,4,13,-23.3782137,150.5134227
"China","Rongcheng",143,4,4,23,143,37.1649467,122.482296
"India","Madhogarh",172,4,95,5,172,24.5586981,80.9084657
"United States of America","Madison Heights",55,1,34,1,55,42.4858692,-83.1052028
"India","Mahiari",198,10,3,24,198,NA,NA
"Niger","Maine Soroa",106,2,68,0,106,13.2151567,12.0280819
"Philippines","Malabanban",72,1,27,6,72,13.929776,121.4359002
"Nepal","Malangwa",111,3,43,3,111,26.8558938,85.5572948
"Spain","Malgrat De Mar",45,1,45,1,37,41.6459118,2.7414054
"Brazil","Mamanguape",25,0,25,0,23,-6.833698,-35.121316
"Ghana","Mampong",39,1,25,0,39,7.056139,-1.40425
"Guinea","Mandiana",42,1,21,0,42,10.6221083,-8.6949519
"United Republic of Tanzania","Maposeni",28,0,19,0,28,NA,NA
"Portugal","Margaride",38,0,38,0,15,41.3576034,-8.1919841
"Romania","Marghita",54,1,47,0,54,47.34662,22.3414987
"Brazil","Codajas",36,1,4,0,36,-3.8413202,-62.0603444
"United Kingdom of Great Britain and Northern Ireland","Coleraine",31,1,29,2,31,55.1315912,-6.671861
"United States of America","Commerce",117,3,17,26,117,34.003218,-118.1541961
"Peru","Contamana",26,1,5,0,26,-7.3504619,-75.0090611
"Italy","Conversano",59,1,58,0,59,40.9685142,17.1150442
"Brazil","Coracao De Jesus",23,0,23,0,16,-16.6888187,-44.3577401
"France","Coueron",40,1,40,0,21,47.2115054,-1.7271466
"France","Courrieres",48,1,38,1,48,50.4558357,2.9447643
"Mexico","Cozumel",30,0,25,0,30,20.5014305,-86.9435851
"Australia","Craigieburn",71,2,0,20,71,-37.5901421,144.9108265
"United Kingdom of Great Britain and Northern Ireland","Crowthorne",34,1,33,1,34,51.3708551,-0.7950262
"Brazil","Cruzeiro Do Sul",28,1,5,0,28,-29.5139742,-51.9917068
"Hungary","Csorna",68,1,68,0,61,47.6134153,17.2497955
"Indonesia","Curug",281,15,6,59,281,-6.2390565,106.5659496
"Thailand","Phon",93,2,14,5,93,15.8137152,102.6007983
"Greece","Pilaia",65,1,59,0,65,NA,NA
"Philippines","Pili",72,1,20,1,72,13.5561041,123.2741192
"Pakistan","Pindi Bhattian",175,4,78,8,175,31.9000019,73.2713766
"Brazil","Piquete",52,1,20,0,52,-22.6138451,-45.1777096
"Guinea","Pita",90,1,19,0,90,11.0564638,-12.3950499
"Mauritius","Plaine Magnien",55,1,27,0,55,-20.4319913,57.6611506
"Germany","Plettenberg",54,1,45,0,54,51.2136798,7.8745627
"Romania","Ploiesti",59,1,44,0,59,44.9417468,26.0236504
"United States of America","Plover",54,1,29,0,54,42.8783598,-94.6234034
"Russian Federation","Podolsk",39,1,32,7,39,55.4308841,37.5453056
"Greece","Polikhni",67,1,62,0,67,NA,NA
"United States of America","Port Saint John",91,1,91,1,29,28.476224,-80.7791031
"Finland","Porvoo",34,1,34,1,8,60.3943748,25.6619265
"Spain","Pozuelo De Alarcon",42,0,42,0,10,40.4346528,-3.814834
"Russian Federation","Prokopyevsk",41,1,26,6,41,53.8879117,86.7492072
"Serbia","Prokuplje",56,1,48,0,56,43.2343484,21.5884422
"Russian Federation","Promyshlennaya",38,1,23,2,38,54.918655,85.6380293
"Greece","Ptolemais",116,1,38,1,116,40.5146139,21.6812621
"Venezuela (Bolivarian Republic of)","Punto Fijo",84,1,28,0,84,NA,NA
"Peru","Puquio",11,0,11,0,5,-14.6940105,-74.1242183
"Azerbaijan","Pushkino",82,1,46,0,82,NA,NA
"Ecuador","Puyo",48,1,3,0,48,-1.4854777,-77.9969666
"Myanmar","Pyay",31,1,18,0,31,18.9139329,95.2746607
"Portugal","Queluz",41,1,41,1,20,38.7604252,-9.2559895
"Romania","Radauti",57,1,44,0,57,47.8461055,25.9181822
"India","Rahon",172,6,19,22,172,31.0538171,76.1161901
"India","Rajula",89,1,25,1,89,21.038617,71.4438845
"Portugal","Ramada",42,1,42,1,17,38.8053197,-9.1875812
"India","Ramanuj Ganj",172,3,43,3,172,23.806378,83.6998108
"France","Roubaix",46,1,38,1,46,50.6915893,3.1741734
"Italy","Russi",68,1,67,0,68,44.370054,12.0304172
"Burundi","Ruyigi",40,1,27,0,40,-3.4733471,30.2501278
"Rwanda","Rwamagana",85,2,26,1,85,-1.951239,30.434885
"Germany","Saarlouis",66,1,54,0,66,49.3164661,6.749846
"Mexico","Sabinas",45,1,18,1,45,27.8524011,-101.1183777
"India","Saharanpur",174,7,15,18,174,29.9637438,77.5427464
"India","Sahawar",164,4,29,31,164,27.7953887,78.8341569
"India","Saiha",33,1,10,1,33,NA,NA
"India","Sakleshpur",63,1,12,4,63,12.9434349,75.7862318
"Iran (Islamic Republic of)","Salmas",82,1,41,0,82,NA,NA
"Italy","San Cesareo",63,1,63,0,48,41.819196,12.8003335
"Italy","San Dona Di Piave",87,1,70,1,87,45.6294811,12.5641057
"Italy","San Gregorio Di Catania",96,1,44,0,96,37.565254,15.111788
"Mexico","San Juan De Los Lagos",59,1,29,0,59,21.2451843,-102.3348587
"Colombia","San Juan De Uraba",28,1,21,0,28,8.7609887,-76.5283566
"Mexico","San Julian",54,1,30,0,54,25.1176203,-105.2576017
"El Salvador","San Martin",68,1,27,2,68,13.7386182,-89.055216
"Panama","San Miguelito",61,1,28,3,61,9.0551061,-79.4933063
"Mexico","San Pablo De Las Salinas",211,2,38,5,211,19.67091,-99.0857988
"Germany","Sankt Augustin",54,1,48,0,54,50.7752776,7.1895507
"Germany","Sankt Georgen",62,1,51,0,62,47.9813688,7.802086
"Spain","Sant Pere De Ribes",49,1,49,1,49,41.2619218,1.7721357
"Spain","Santa Marta De Tormes",38,0,38,0,11,40.9492102,-5.6306215
"Spain","Santomera",38,1,38,0,38,38.0614122,-1.048829
"Indonesia","Pandegelang",195,8,17,51,195,NA,NA
"Mexico","Papalotla",190,1,35,3,190,19.5630226,-98.8577076
"Germany","Parchim",43,1,43,0,25,53.4258455,11.8475244
"France","Passy",64,1,39,0,64,46.5412837,4.5343419
"India","Penukonda",55,1,26,3,55,14.0846808,77.5966537
"Brazil","Pereira Barreto",55,1,24,0,55,-20.6378509,-51.1052172
"Philippines","Perrelos",61,1,29,2,61,10.1143434,123.6747667
"Belgium","Peruwelz",53,1,40,1,53,50.533321,3.5636807
"Indonesia","Peterongan",158,3,11,9,158,-7.0011184,110.4351121
"India","Petlawad",136,1,33,2,136,23.0209586,74.8071354
"Brazil","Petropolis",66,1,26,2,66,-22.5075743,-43.1785356
"Germany","Pforzheim",65,1,60,0,65,48.890934,8.7025509
"Thailand","Phanom Sarakham",108,3,1,13,108,13.748243,101.3471785
"Pakistan","Bahawalpur",189,2,126,0,189,29.394644,71.6638747
"Turkmenistan","Baherden",142,1,41,0,142,38.423594,57.4282821
"United States of America","Bainbridge",59,2,25,4,59,30.9038252,-84.5754768
"United States of America","Balch Springs",53,1,30,5,53,32.7287413,-96.6227714
"Philippines","Baliuag",65,1,25,2,65,14.9542259,120.9009172
"Sweden","Balsta",29,1,29,0,10,59.5682102,17.5293647
"India","Bangaon",62,1,38,1,62,23.0434655,88.8317765
"Philippines","Bangar",30,1,30,0,19,16.8933093,120.4233732
"Indonesia","Bangkalan",154,2,79,1,154,-7.0294703,112.7473329
"China","Baoji",156,1,34,3,156,34.3609713,107.2322378
"Bangladesh","Barisal",39,1,25,0,39,22.7047521,90.370729
"Brazil","Barroquinha",25,0,13,0,25,-3.0200371,-41.1339229
"Russian Federation","Bisert",31,1,31,0,21,56.8518027,59.0530375
"Italy","Bitetto",44,1,44,1,20,41.0414078,16.7486991
"United States of America","Black Forest",70,1,19,6,70,39.0140025,-104.70114
"Malawi","Blantyre",53,2,24,0,53,-15.7862543,35.0035694
"Germany","Bohmte",68,2,27,8,68,52.3666812,8.3135426
"Ukraine","Bolekhiv",67,1,38,0,67,49.0663203,23.8598949
"India","Bongaigaon",68,2,47,0,68,26.4800126,90.5580387
"Colombia","Bosconia",75,2,9,4,75,9.9730446,-73.8860998
"Italy","Boscoreale",71,2,52,11,71,40.7740398,14.4774318
"United States of America","Brainerd",34,1,28,1,34,46.3580221,-94.2008288
"Germany","Brand Erbisdorf",66,1,39,2,66,50.8705512,13.3247933
"Belgium","Brecht",48,1,30,6,48,51.3484804,4.6398673
"Brazil","Brejo Santo",30,0,9,2,30,-7.4909841,-38.9859152
"Netherlands","Brielle",55,1,37,4,55,51.901662,4.1626292
"South Africa","Brits",212,14,21,17,212,-25.6297222,27.7841667
"Netherlands","Beek",61,1,28,6,61,50.9268769,5.8106851
"Belgium","Beernem",50,1,37,3,50,51.1405698,3.3347317
"United States of America","Bellview",52,2,37,8,52,30.4630795,-87.3026935
"Germany","Belm",66,2,24,9,66,52.3029003,8.1247011
"Italy","Belpasso",55,1,45,0,55,37.5891869,14.9782386
"Germany","Bendorf",62,1,34,3,62,50.4238296,7.5732901
"Egypt","Beni Suef",108,2,106,3,108,29.0729812,31.0982562
"Spain","Bermeo",51,1,18,4,51,43.4194242,-2.7231562
"Italy","Besana In Brianza",66,1,35,3,66,45.7025382,9.2895415
"Guinea","Beyla",46,1,17,0,46,8.6898481,-8.648345
"France","Beziers",61,1,34,2,61,43.3426562,3.2131307
"India","Bhander",166,3,140,0,166,25.72876,78.7489202
"India","Bhanpuri",168,1,65,0,168,NA,NA
"India","Bhattiprolu",58,1,43,0,58,16.1028539,80.7841767
"India","Bhimunipatnam",155,3,93,2,155,NA,NA
"India","Bicholim",41,1,32,0,41,15.590901,73.9465089
"United Kingdom of Great Britain and Northern Ireland","Bideford",60,1,21,5,60,51.0181448,-4.2064223
"Kingdom of Eswatini","Big Bend",169,9,11,6,169,-26.7911213,31.9383605
"India","Bilara",183,1,32,0,183,26.1818418,73.708888
"Turkey","Birecik",53,1,48,0,53,37.0315322,37.9800265
"Brazil","Artur Nogueira",68,2,3,5,68,-22.572737,-47.172679
"Tunisia","Aryanah",49,1,49,2,38,NA,NA
"Bulgaria","Asenovgrad",76,1,43,0,76,42.0073633,24.8762702
"United States of America","Ashland",76,2,36,7,76,38.4784144,-82.6379387
"India","Asind",175,1,35,0,175,25.7339012,74.3321514
"India","Atrauli",165,4,159,2,165,28.0298331,78.2853798
"Germany","Augsburg",64,1,35,3,64,48.3690341,10.8979522
"Italy","Aulla",50,1,36,3,50,44.214548,9.967787
"United States of America","Azalea Park",58,1,10,15,58,28.5510435,-81.2942124
"Spain","Azuqueca De Henares",59,1,26,2,59,40.5683808,-3.2627134
"India","Baberu",173,4,173,1,171,24.9199518,80.3448143
"Philippines","Bacolod",38,1,19,0,38,10.6762836,122.9513786
"Austria","Bad Ischl",68,1,34,1,68,47.7115299,13.6239333
"United Republic of Tanzania","Bagamoyo",41,1,17,0,41,-6.4422075,38.9062189
"Portugal","Baguim Do Monte",29,1,29,3,21,41.1874734,-8.5377585
"China","Shenjiamen",79,1,44,1,79,29.9479371,122.2798413
"India","Shikarpur",163,3,152,1,163,26.4749377,78.0029656
"China","Shunyi",101,3,101,7,98,40.1487504,116.6538745
"Pakistan","Sialkot",162,3,149,1,162,32.4935378,74.5411575
"United Kingdom of Great Britain and Northern Ireland","Sidmouth",59,1,27,5,59,50.6790033,-3.237657
"Malaysia","Simpang Empat",57,1,47,0,57,6.0240402,100.3817648
"Ukraine","Snizhne",34,1,34,1,17,48.0220754,38.7634612
"Netherlands","Soest",30,1,26,5,30,52.174595,5.2909674
"Brazil","Soledade",17,0,11,2,17,-28.8272467,-52.5109157
"Italy","Sondrio",55,1,21,2,55,46.1713553,9.8734274
"France","Sorgues",50,1,23,5,50,44.0066403,4.8725016
"United States of America","South Lake Tahoe",54,1,18,6,54,38.9332411,-119.9843482
"United States of America","South Venice",45,1,14,12,45,27.0620229,-82.4164168
"United States of America","South Whittier",129,4,3,35,129,33.9366769,-118.028805
"Germany","Spiesen Elversberg",61,1,35,3,61,49.3145046,7.1369778
"Italy","Spilimbergo",63,1,37,2,63,46.1113355,12.9016287
"Slovakia","Spisska Nova Ves",65,1,42,0,65,48.9435344,20.562964
"United Kingdom of Great Britain and Northern Ireland","Stretford",33,1,33,3,19,53.4477056,-2.32344
"United States of America","Struthers",83,2,31,13,83,41.0543573,-80.5917707
"Bangladesh","Sunamganj",41,1,41,0,33,25.0671031,91.3985824
"Thailand","Sung Noen",35,0,24,0,35,14.8975836,101.818529
"Malaysia","Sungai Siput Utara",57,1,42,1,57,NA,NA
"United States of America","Sycamore",56,1,23,9,56,41.9889173,-88.6867538
"China","Tailai",65,2,65,0,49,27.0665006,106.3389044
"Japan","Takanabe",29,0,29,1,24,32.1294685,131.4933645
"Japan","Takasaki",67,1,63,1,67,36.3220984,139.0032758
"Pakistan","Talagang",173,3,123,0,173,32.9235108,72.4139769
"Pakistan","Talhar",152,1,39,0,152,24.8846389,68.8144297
"Niger","Tanout",106,1,27,1,106,14.97119,8.878363
"India","Taoru",176,4,175,2,176,28.2045811,76.946984
"India","Taranagar",233,2,100,0,233,28.6707787,75.0361419
"Romania","Targu Jiu",42,1,37,1,42,45.0422947,23.2728118
"Bolivia (Plurinational State of)","Tarija",15,0,1,1,15,NA,NA
"Japan","Tateyama",44,1,44,1,43,34.9965304,139.8699838
"Thailand","Khon Buri",52,0,28,0,52,14.5225597,102.2478299
"Georgia","Khoni",31,1,31,0,23,42.3245517,42.4221702
"India","Khurja",254,3,146,2,254,28.2532652,77.853916
"Republic of North Macedonia","Kicevo",63,1,41,0,63,41.5089037,20.9585155
"Germany","Kirkel",51,1,29,3,51,49.2833031,7.2333295
"Japan","Kisai",42,1,42,3,38,NA,NA
"Hungary","Kiskunmajsa",71,1,40,1,71,46.4906228,19.7393121
"Germany","Kitzingen",51,1,34,2,51,49.7380667,10.1601218
"Japan","Kizukuri",36,1,36,1,18,40.857731,140.394993
"South Africa","Klerksdorp",172,9,18,12,172,-26.8625383,26.6656814
"Thailand","Ko Samui",45,1,24,0,45,9.5071545,99.9957562
"Belgium","Koksijde",41,1,33,2,41,51.1187723,2.6349277
